episode_id,seed,success,episode_length,episode_reward,basic_reward,mean_speed,mean_lane,total_norm_cost
50,92,1,40,20.0,40.62939651470182,20.393372821688644,1.0,0.0
52,94,1,40,19.75,40.828398404339495,20.517749002712186,0.9875,0.5
55,97,1,40,16.75,43.42596386929215,22.1395815805298,0.8375,6.5
57,99,1,40,20.0,45.030331753554506,23.143957345971565,1.0,0.0
54,96,1,40,20.0,45.23033057318319,23.268956608239492,1.0,0.0
53,95,1,40,20.0,47.029397149314796,24.39337321832174,1.0,0.0
56,98,1,40,20.0,40.22939651470176,20.1433728216886,1.0,0.0
51,93,1,40,18.75,41.20399430495556,20.750125555159393,0.9375,2.5
60,102,1,40,18.0,41.42939832968054,20.889357232659542,0.9,4.0
63,105,1,40,19.75,45.998593354265964,23.749120846416233,0.9875,0.5
58,100,1,40,19.75,42.02851865411628,21.26782415882267,0.9875,0.5
65,107,1,40,18.25,42.62844765876582,21.641958485127816,0.9125,3.5
64,106,1,40,18.5,41.62870363416366,21.01547296063619,0.925,3.0
62,104,1,40,19.0,41.82961494653294,21.142692959434463,0.95,2.0
59,101,1,40,19.75,41.62839717648503,21.01774823530314,0.9875,0.5
61,103,1,40,20.0,42.82939766774183,21.768373542338637,1.0,0.0
69,111,1,40,20.0,41.60306006135974,21.001912538349835,1.0,0.0
68,110,1,40,19.5,45.4275732792519,23.39068692894417,0.975,1.0
70,112,1,40,19.75,41.42839840506783,20.89274900316739,0.9875,0.5
67,109,1,40,20.0,45.828881452302035,23.64305090768877,1.0,0.0
71,113,1,40,19.0,42.828399099586704,21.763200757518284,0.95,2.0
72,114,1,40,19.25,40.428056921044714,20.267535575652946,0.9625,1.5
66,108,1,40,19.25,43.59888606747361,22.249303792171,0.9625,1.5
73,115,1,40,19.75,40.22939651470176,20.142551520087782,0.9875,0.5
78,120,1,40,17.75,43.02716894275214,21.889976010001273,0.8875,4.5
74,116,1,40,19.75,45.42839910886079,23.392749443037992,0.9875,0.5
76,118,1,40,19.0,44.425698779423485,22.766061737139673,0.95,2.0
79,121,1,40,18.5,41.627704328600885,21.01649141404813,0.925,3.0
75,117,1,40,19.75,40.82839717647879,20.517748235299255,0.9875,0.5
77,119,1,40,20.0,40.22939651470176,20.1433728216886,1.0,0.0
81,123,1,40,18.5,42.62666422916007,21.641227612235223,0.925,3.0
80,122,1,40,20.0,40.0303317535545,20.018957345971565,1.0,0.0
83,125,1,40,18.75,43.026829657017764,21.890547103374168,0.9375,2.5
84,126,1,40,19.75,46.228399108860884,23.89274944303806,0.9875,0.5
82,124,1,40,20.0,42.40000912162758,21.50000570101725,1.0,0.0
85,127,1,40,20.0,41.2293983296861,20.768373956053814,1.0,0.0
88,130,1,40,19.0,41.22937868161174,20.767540374406533,0.95,2.0
86,128,1,40,19.5,43.82850852086081,22.39127145324499,0.975,1.0
89,131,1,40,19.5,41.22706672742548,20.765370343372055,0.975,1.0
87,129,1,40,20.0,40.82939766774115,20.518373542338217,1.0,0.0
93,135,1,40,20.0,42.82939832968611,21.76837395605381,1.0,0.0
90,132,1,40,20.0,47.4303317535545,24.64395734597156,1.0,0.0
91,133,1,40,19.75,42.228982107803205,21.393113817377014,0.9875,0.5
92,134,1,40,20.0,40.0303317535545,20.018957345971565,1.0,0.0
94,136,1,40,17.75,43.569572286510066,22.230158142666767,0.8875,4.5
96,138,1,40,20.0,45.62939832968611,23.518373956053814,1.0,0.0
95,137,1,40,19.25,40.628988850804426,20.393118031752767,0.9625,1.5
97,139,1,40,19.75,42.998140052057074,21.873837532535664,0.9875,0.5
99,141,1,40,17.5,45.22797906955714,23.265940631528565,0.875,5.0
98,140,1,40,20.0,42.82541133097328,21.765882081858305,1.0,0.0
