#{"t_start": 1769197096.078286, "env_id": "parking-basic-v0"}
r,l,t
-64.548619,100,93.955199
-52.748461,100,96.311446
-62.353865,100,98.754295
-71.809981,100,101.090791
-51.449668,100,103.466916
-84.187387,100,105.869678
-53.393428,100,108.182886
-43.692734,100,110.392725
-47.434566,100,112.636966
-67.349802,100,115.016377
-78.906478,100,117.452569
-39.714532,100,119.782871
-62.644037,100,122.11212
-64.223984,100,124.34136
-56.012446,100,126.626784
-54.08638,100,128.955513
-41.339367,100,131.51846
-55.234369,100,133.818367
-45.09366,100,136.164052
-60.633301,100,138.497864
-57.728938,100,140.783766
-76.62887,100,143.402805
-52.530138,100,145.719558
-56.227953,100,148.109279
-44.999173,100,150.497187
-44.37837,100,152.988333
-47.307323,100,155.400119
-69.759726,100,157.791368
-58.320175,100,160.174556
-45.061989,100,162.622926
-54.966036,100,165.018187
-67.767919,100,167.459445
-70.159901,100,169.831918
-38.976987,100,172.218636
-32.269494,100,174.590106
-91.267833,100,176.987867
-56.180307,100,179.325932
-82.560998,100,181.650691
-25.381318,100,184.043768
-95.468461,100,186.313713
-44.585312,100,188.536279
-45.867476,100,190.788109
-38.207508,100,193.741793
-74.712869,100,196.113346
-64.441239,100,198.469294
-74.509815,100,200.849213
-41.702007,100,203.504556
-56.790611,100,205.916014
-47.979876,100,208.384213
-55.264896,100,210.917304
-43.01308,100,213.446698
-56.412201,100,215.836588
-55.61252,100,218.209758
-43.147801,100,220.581091
-47.060075,100,223.041616
-45.361261,100,225.439803
-42.338838,100,227.963947
-38.545572,100,230.366763
-62.269942,100,232.7056
-53.335413,100,235.082011
-55.314153,100,237.567946
-38.678645,100,239.952356
-47.357609,100,242.281759
-52.620384,100,244.984839
-24.523073,100,247.442288
-49.139545,100,249.840931
-42.258316,100,252.2499
-44.775833,100,254.624501
-44.550128,100,257.034683
-55.428411,100,260.13776
-52.306563,100,262.624759
-32.327741,100,265.323832
-50.053835,100,267.755715
-63.838761,100,270.189541
-53.749061,100,272.618154
-50.035547,100,275.103504
-42.821968,100,277.44264
-66.460643,100,279.789767
-45.511961,100,282.222294
-47.813081,100,284.649133
-39.259355,100,287.10432
-67.118979,100,289.514683
-33.882171,100,291.971875
-34.586369,100,294.369112
-42.379632,100,297.570818
-35.431563,100,299.94891
-48.563625,100,302.27662
-30.093351,100,304.641592
-39.931403,100,307.002576
-50.994227,100,309.378781
-63.730387,100,311.873117
-62.061665,100,314.3021
-61.918562,100,316.66252
-44.19627,100,319.051738
-40.660275,100,321.449086
-43.066902,100,324.118286
-40.066631,100,326.633759
-24.78979,100,329.791374
-102.390031,100,332.14116
-38.083419,100,334.540446
-40.672062,100,337.043377
-29.853507,100,339.445074
-61.070212,100,341.794194
-40.947484,100,344.202765
-58.496147,100,346.611783
-53.630218,100,349.031239
-48.088659,100,351.455925
-67.703053,100,353.915688
-39.254235,100,356.389957
-37.043425,100,358.907258
-105.916115,100,361.373723
-47.070341,100,363.787314
-50.787797,100,366.171754
-32.892312,100,368.514616
-34.348897,100,370.890623
-23.372971,100,373.260025
-32.475173,100,375.522493
-41.671647,100,377.919364
-43.64445,100,380.306746
-52.469241,100,382.697263
-27.512749,100,385.423275
-37.109118,100,388.07793
-54.307432,100,390.673753
-33.600519,100,393.163983
-57.386477,100,395.585984
-42.75682,100,398.029521
-28.289312,100,400.41381
-55.699891,100,402.761826
-41.531074,100,405.131192
-58.021606,100,407.525167
-27.044003,100,409.889385
-43.797705,100,412.19857
-32.52244,100,414.553535
-50.596691,100,416.93879
-61.771096,100,419.383831
-41.795484,100,421.85068
-51.551937,100,424.318686
-46.107442,100,426.736166
-43.230105,100,429.075585
-52.311296,100,432.074271
-26.184322,100,434.505147
-35.983458,100,436.874187
-28.869552,100,439.325375
-34.723216,100,441.720477
-44.137465,100,444.122647
-66.580974,100,446.869074
-29.744597,100,449.42176
-46.044078,100,452.021291
-58.037335,100,454.471695
-28.082671,100,456.887703
-38.507774,100,459.341498
-36.058327,100,461.699076
-55.604656,100,464.09509
-50.677677,100,466.505551
-60.338742,100,468.909686
-29.300765,100,471.317765
-30.077725,100,473.734596
-35.166344,100,476.150579
-51.327479,100,478.678241
-40.640286,100,481.162109
-37.81079,100,483.669794
-44.629222,100,486.121572
-41.530624,100,488.572324
-34.666533,100,491.097961
-32.991072,100,493.48388
-41.149653,100,495.892789
-63.532268,100,498.174029
-37.448304,100,500.459606
-42.144782,100,502.718171
-39.830247,100,505.050786
-31.634506,100,507.702682
-32.650689,100,510.041112
-28.773205,100,512.47376
-33.534305,100,521.084442
-35.2909,100,523.57082
-31.103138,100,526.107251
-28.536805,100,528.530621
-50.158682,100,530.848684
-30.57769,100,536.15764
-31.980504,100,540.032075
-30.941079,100,542.357056
-35.910098,100,545.116396
-45.251497,100,547.640953
-24.098475,100,552.184525
-58.995553,100,564.079645
-43.299254,100,566.655722
-38.299053,100,569.164456
-53.903687,100,571.527768
-36.268635,100,573.998224
-63.948079,100,580.68589
-33.644814,100,582.948143
