#{"t_start": 1768967332.6170588, "env_id": "parking-basic-v0"}
r,l,t
-30.97319,100,79.616692
-35.819099,100,82.568048
-24.647668,100,85.500559
-18.876958,67,87.609038
-30.040897,100,90.532835
-39.364955,100,93.846802
-31.046411,100,96.868995
-31.434434,100,100.101465
-37.148284,100,103.253887
-44.398345,100,106.051356
-49.287654,100,108.954674
-49.531512,100,111.727759
-59.454026,100,114.912708
-37.442719,100,118.04956
-47.351549,100,121.030604
-30.090311,100,123.909401
-34.437532,100,126.709997
-32.743296,100,129.773683
-32.778277,100,132.881136
-62.260872,100,135.928704
-66.554415,100,138.941094
-44.3726,100,141.855624
-46.699036,100,144.544206
-61.928356,100,147.531506
-38.518157,100,150.650288
-67.248877,100,153.859022
-59.369358,100,157.148981
-38.814883,100,160.2937
-58.200633,100,163.620684
-36.107124,100,166.864871
-74.788279,100,170.033732
-64.789414,100,173.029829
-43.470931,100,176.102206
-76.669228,100,179.176082
-47.739757,100,182.309648
-65.854043,100,185.266913
-63.341982,100,188.142575
-78.735859,100,191.506643
-71.706531,100,195.203318
-62.914741,100,198.517981
-61.455249,100,201.558828
-52.461526,100,204.587154
-81.463304,100,208.184168
-52.778672,100,211.099199
-30.17694,100,214.129467
-41.454346,100,217.20792
-45.484117,100,220.240155
-28.673281,100,223.346659
-18.243815,100,226.482029
-46.246419,100,229.531077
-70.193804,100,232.562289
-36.433777,100,235.411545
-50.202223,100,238.371463
-48.591769,100,241.315286
-49.859215,100,244.263881
-33.820175,100,247.200133
-47.874473,100,250.211334
-62.973501,100,253.374987
-45.904334,100,256.41097
-38.652357,100,259.489779
-99.309024,100,262.632413
-57.556658,100,265.561575
-36.889149,100,268.620933
-64.270473,100,271.617016
-44.024435,100,274.614265
-69.769798,100,277.792953
-52.164492,100,280.923888
-83.837554,100,283.918014
-43.075985,100,286.963545
-68.357123,100,289.976074
-63.79176,100,292.835382
-43.343966,100,295.725388
-49.462744,100,298.665982
-43.548464,100,301.642791
-42.265685,100,304.594756
-74.175518,100,307.617509
-48.409868,100,310.670329
-62.003591,100,314.069438
-85.22357,100,317.317443
-54.882798,100,320.416653
-35.023824,100,323.331131
-40.572707,100,326.328513
-54.336785,100,329.285567
-61.542296,100,332.257377
-38.135671,100,335.265514
-31.483855,100,338.295216
-54.671473,100,341.291915
-29.271655,100,344.424229
-33.600193,100,347.560167
-47.105663,100,350.498044
-47.312479,100,353.623868
-52.603251,100,356.539405
-94.04349,100,359.547322
-100.007017,100,362.506411
-38.086434,100,365.536696
-57.235843,100,368.551967
-31.116756,100,371.589149
-59.939699,100,374.562569
-28.93749,100,377.498563
-31.408864,100,380.369132
-54.997186,100,383.303448
-45.662541,100,386.27937
-39.550716,100,389.26214
-74.952538,100,392.186761
-30.082791,100,395.053734
-41.60675,100,398.221457
-31.551177,100,401.436711
-63.251093,100,404.488589
-44.575045,100,407.369636
-66.921173,100,410.264739
-46.366456,100,413.090228
-59.344595,100,415.96087
-45.426288,100,418.883205
-51.250583,100,421.670243
-51.451967,100,424.473904
-58.826946,100,427.438594
-76.987334,100,430.434525
-71.598594,100,433.386807
-60.697118,100,436.440037
-59.004106,100,439.395263
-70.629574,100,442.309393
-71.648623,100,445.070448
-79.08016,100,448.056757
-67.596835,100,450.943177
-64.95903,100,454.027526
-70.187908,100,457.131831
-69.792785,100,460.14087
-52.017457,100,463.184547
-53.839993,100,465.993278
-51.097762,100,468.975497
-32.607725,100,471.961012
-55.02582,100,474.908836
-65.612217,100,477.882762
-46.120719,100,481.020047
-26.299022,100,483.998068
-60.057515,100,486.906604
-56.943856,100,489.934722
-33.379675,100,493.070885
-49.69772,100,496.201904
-48.784188,100,499.166294
-40.806362,100,502.042408
-81.687202,100,504.840077
-60.474601,100,507.966893
-52.464324,100,510.97807
-48.870795,100,513.991311
-36.588801,100,516.810856
-68.605902,100,520.154839
-36.193261,100,523.195359
-21.417333,100,526.302514
-44.879416,100,529.658243
-30.598221,100,532.617629
-41.024341,100,535.551121
-30.315647,100,538.406634
-37.640138,100,541.309175
-66.540287,100,544.296844
-66.995188,100,547.296278
-72.578421,100,550.36413
-61.360855,100,553.269196
-63.199487,100,556.252851
-48.239112,100,559.330528
-72.843295,100,562.474446
-55.171193,100,565.323283
-38.775277,100,568.306323
-45.19388,100,571.335678
-52.637166,100,574.310022
-59.742122,100,577.265061
-41.010665,100,580.468699
-52.265585,100,583.471598
-48.864846,100,586.709642
-54.204792,100,589.796917
-40.591995,100,593.529546
-38.0822,100,596.463641
-45.070177,100,599.317466
-55.903323,100,602.242651
-35.770256,100,605.167469
-56.876763,100,608.256079
-36.507194,100,611.30018
-33.496375,100,614.312998
-42.753921,100,617.388333
-37.25358,100,620.687002
-32.735051,100,623.782662
-43.994359,100,626.786068
-65.307853,100,629.778182
-34.702732,100,632.719162
-40.221786,100,635.570257
-50.9376,100,638.323609
-35.462523,100,641.608279
-32.901199,100,644.629619
-52.609961,100,647.770275
-37.453071,100,650.95679
-33.37195,100,654.139503
-40.041302,100,657.027153
-53.538956,100,660.011303
-56.964174,100,662.891695
-28.05768,100,665.870586
-31.219025,100,668.850499
