#{"t_start": 1769134576.1726189, "env_id": "parking-basic-boundary-v0"}
r,l,t
0,100,51.774702
-9,100,56.013672
0,100,60.288634
0,100,64.864808
0,100,69.298668
0,100,73.599468
0,100,77.82125
0,100,82.163767
0,100,86.483164
0,100,90.72709
0,100,95.137583
0,100,99.329309
0,100,103.529091
0,100,107.777
0,100,111.986186
0,100,116.167531
0,100,120.377095
0,100,124.668775
0,100,128.980838
0,100,133.335158
0,100,137.566554
0,100,141.751371
-11,100,145.934202
0,100,150.21842
0,100,154.559909
0,100,158.89606
0,100,163.185622
0,100,167.403309
-18,100,171.571496
0,100,175.739303
0,100,179.918024
0,100,184.11261
0,100,188.378919
0,100,192.649766
0,100,196.858357
-6,100,201.073986
0,100,205.331527
-8,100,209.524257
0,100,213.874035
0,100,218.081097
0,100,222.330653
0,100,226.57814
0,100,230.826358
-51,100,235.053509
-11,100,239.290572
0,100,243.488029
0,100,247.689763
0,100,251.975672
0,100,256.242768
0,100,260.448001
0,100,264.709174
0,100,268.918344
0,100,273.190742
0,100,277.468525
-59,100,281.838069
0,100,286.113643
0,100,290.381323
0,100,294.590404
0,100,298.78761
0,100,303.03335
0,100,307.250429
0,100,311.448333
0,100,319.243819
0,100,323.619182
0,100,327.916544
-10,100,332.16064
-5,100,336.544219
0,100,340.797466
-10,100,345.068398
0,100,349.297141
0,100,353.505834
0,100,357.716312
0,100,361.942486
-10,100,366.203282
-7,100,370.438105
0,100,374.689535
0,100,379.09981
0,100,383.525313
0,100,387.965048
0,100,392.242224
-4,100,396.564273
0,100,400.823015
0,100,405.054502
0,100,409.404717
0,100,413.648536
0,100,417.907876
0,100,422.175194
0,100,426.488477
-19,100,430.8706
-74,100,435.170315
0,100,439.449616
0,100,443.763146
0,100,448.04517
0,100,452.310021
0,100,456.657649
0,100,460.909162
0,100,465.203852
0,100,469.570094
0,100,473.824636
0,100,478.075244
0,100,482.336384
0,100,486.546412
0,100,490.795727
0,100,495.091054
0,100,499.392889
0,100,503.6784
0,100,507.962518
0,100,512.170977
0,100,516.529064
0,100,520.767173
0,100,524.952114
0,100,529.202375
0,100,533.478299
0,100,537.688661
0,100,541.958259
0,100,546.249702
0,100,550.437572
0,100,554.649215
-2,100,558.843624
0,100,563.150989
-6,100,567.582669
0,100,571.923381
0,100,576.276167
0,100,580.471091
0,100,584.676281
-22,100,592.503936
0,100,596.699889
0,100,600.880205
0,100,605.067612
0,100,609.267346
0,100,613.448679
0,100,617.676241
0,100,621.872169
0,100,626.090572
-2,100,630.293643
-6,100,634.542448
-27,100,638.80364
0,100,643.103696
0,100,647.336171
0,100,651.531046
-5,100,655.816984
0,100,660.155747
0,100,664.513052
0,100,668.752211
0,100,672.953027
0,100,677.318036
0,100,681.54583
-6,100,685.885957
0,100,690.230833
0,100,694.510442
0,100,698.731303
0,100,702.945522
0,100,707.309891
0,100,711.545599
0,100,715.956282
0,100,720.20029
-5,100,724.465237
0,100,728.685645
0,100,732.880101
0,100,737.182004
0,100,741.402637
0,100,745.657135
0,100,749.878231
0,100,754.150047
0,100,758.484549
0,100,762.759593
0,100,766.957073
-1,100,771.119352
0,100,775.305792
-2,100,779.519124
0,100,783.727574
0,100,788.015011
0,100,792.320214
0,100,796.550468
0,100,800.800294
0,100,805.450444
0,100,810.072195
0,100,814.291176
0,100,818.606797
-28,100,822.900311
0,100,827.126718
0,100,831.336154
0,100,835.556014
0,100,839.838455
0,100,844.14376
0,100,848.377965
0,100,852.60193
0,100,860.231523
0,100,864.521589
0,100,868.759685
0,100,873.030928
0,100,877.484789
0,100,881.85258
0,100,886.193262
0,100,890.44543
0,100,894.684928
0,100,898.923814
0,100,903.141341
0,100,907.474221
0,100,911.724537
0,100,916.027921
0,100,920.331276
0,100,924.581114
0,100,928.850999
0,100,933.07332
0,100,937.605954
0,100,941.87682
0,100,946.2787
0,100,950.552446
-5,100,954.769832
0,100,958.998795
0,100,963.275224
0,100,967.588408
0,100,971.815708
0,100,976.023716
0,100,980.343035
0,100,984.58257
0,100,988.876949
0,100,993.106791
0,100,997.40375
0,100,1001.738467
0,100,1006.028756
0,100,1010.325672
0,100,1014.534442
-3,100,1018.752226
0,100,1022.951466
0,100,1027.176193
0,100,1031.372934
0,100,1035.566992
0,100,1039.852794
0,100,1044.106323
0,100,1048.340475
0,100,1052.594613
0,100,1056.866095
0,100,1061.071676
0,100,1065.269647
0,100,1069.533059
0,100,1073.813394
0,100,1078.020633
0,100,1082.202599
0,100,1086.393394
0,100,1090.631056
0,100,1094.898982
-9,100,1101.809298
0,100,1106.124787
0,100,1110.540587
0,100,1114.934679
0,100,1119.247942
0,100,1123.513131
0,100,1127.771441
0,100,1136.517856
0,100,1140.744681
0,100,1144.987112
0,100,1149.216064
0,100,1153.439017
0,100,1158.424876
0,100,1162.642689
0,100,1168.872355
0,100,1173.130043
0,100,1177.498658
0,100,1181.765747
0,100,1186.030996
0,100,1190.289418
0,100,1194.520574
0,100,1198.819641
0,100,1203.035484
0,100,1207.270197
0,100,1211.502482
0,100,1215.746547
0,100,1220.021109
0,100,1224.288716
0,100,1228.598469
0,100,1232.953161
0,100,1237.321397
0,100,1241.672253
0,100,1246.002953
0,100,1250.225286
0,100,1254.45712
0,100,1258.73424
0,100,1262.981576
0,100,1267.370021
0,100,1271.659757
0,100,1275.954969
0,100,1280.184086
0,100,1284.41556
-12,100,1288.69401
0,100,1292.911721
0,100,1297.223252
0,100,1301.43893
0,100,1305.715637
0,100,1309.953506
0,100,1314.174515
-31,100,1318.408265
0,100,1322.714651
0,100,1326.940003
0,100,1331.143713
0,100,1335.346885
0,100,1339.594465
0,100,1343.868144
0,100,1348.117822
0,100,1352.361373
0,100,1356.736507
0,100,1361.076496
0,100,1366.114481
0,100,1370.320919
0,100,1374.492857
0,100,1378.690615
0,100,1382.861458
0,100,1387.035449
0,100,1391.345386
0,100,1395.55356
0,100,1399.832315
0,100,1407.462467
0,100,1411.74368
0,100,1416.044216
0,100,1421.085048
0,100,1425.394525
0,100,1429.585154
0,100,1433.790057
0,100,1438.038343
0,100,1442.247102
0,100,1446.433901
0,100,1450.614685
0,100,1454.968027
0,100,1459.184374
0,100,1463.387032
0,100,1467.625027
0,100,1471.908184
0,100,1476.21589
-10,100,1480.585717
0,100,1484.905393
0,100,1489.150432
0,100,1493.336029
0,100,1497.549641
0,100,1501.744136
0,100,1505.93619
0,100,1510.270572
0,100,1514.524835
0,100,1518.786157
0,100,1522.984747
0,100,1527.202346
0,100,1531.442006
0,100,1535.725729
0,100,1542.097234
0,100,1546.383552
0,100,1552.6866
0,100,1556.907318
0,100,1561.138649
0,100,1565.505477
0,100,1569.761037
0,100,1574.026762
0,100,1578.362854
0,100,1582.646584
0,100,1586.928571
0,100,1591.216406
0,100,1595.518789
0,100,1599.840119
0,100,1604.124214
0,100,1608.459978
0,100,1612.735966
0,100,1616.968594
0,100,1621.234945
0,100,1625.489036
0,100,1629.793187
0,100,1633.998893
0,100,1638.358364
0,100,1642.671332
0,100,1646.90662
0,100,1651.211885
0,100,1655.487269
0,100,1660.337424
0,100,1664.654634
0,100,1668.952692
0,100,1673.343162
0,100,1677.58596
0,100,1685.262745
0,100,1689.476056
0,100,1693.696215
0,100,1697.926728
0,100,1702.245701
0,100,1706.64706
0,100,1710.885656
0,100,1715.176481
0,100,1719.614834
0,100,1723.986663
0,100,1728.325229
0,100,1732.53563
0,100,1736.894207
0,100,1741.117773
0,100,1745.362832
0,100,1749.67294
0,100,1753.881142
0,100,1758.210409
0,100,1762.51766
0,100,1768.956182
0,100,1773.124234
0,100,1777.439687
0,100,1781.686183
0,100,1785.899631
0,100,1790.152225
0,100,1794.390656
0,100,1798.706033
0,100,1802.925789
0,100,1807.120127
0,100,1811.317548
0,100,1815.528717
0,100,1819.736187
0,100,1823.99957
0,100,1828.280313
0,100,1832.514584
0,100,1836.734195
0,100,1840.991315
0,100,1845.344992
0,100,1849.593773
0,100,1853.788303
0,100,1858.095922
0,100,1862.353533
0,100,1866.705295
0,100,1870.927616
0,100,1875.206359
0,100,1879.475473
0,100,1883.746908
0,100,1888.026237
0,100,1892.32618
0,100,1896.600227
0,100,1900.942849
0,100,1905.19295
0,100,1909.462868
0,100,1913.65857
0,100,1917.890052
0,100,1922.179729
0,100,1926.38572
0,100,1930.611345
0,100,1934.898593
0,100,1939.2135
0,100,1943.496177
0,100,1947.723183
0,100,1955.325297
0,100,1959.745497
0,100,1964.044703
0,100,1968.387478
0,100,1972.594274
0,100,1976.820792
0,100,1981.050055
0,100,1985.263104
0,100,1989.448965
0,100,1993.768098
0,100,1998.06164
0,100,2002.291193
0,100,2006.680313
0,100,2011.002576
0,100,2015.219196
0,100,2019.596891
0,100,2023.948685
0,100,2028.219146
0,100,2032.553446
0,100,2036.765205
0,100,2041.070727
0,100,2045.322066
0,100,2049.51334
0,100,2053.774774
0,100,2058.015478
0,100,2062.251159
0,100,2066.570522
0,100,2070.830119
0,100,2075.026397
0,100,2079.345788
0,100,2083.627119
0,100,2088.079763
0,100,2092.367872
0,100,2096.592793
0,100,2100.794569
0,100,2105.075973
0,100,2109.261254
0,100,2113.458699
0,100,2117.731152
0,100,2121.931935
0,100,2126.214913
0,100,2130.450529
0,100,2134.667669
0,100,2138.975502
0,100,2143.19248
0,100,2147.49675
0,100,2151.690151
0,100,2155.864228
0,100,2160.158043
0,100,2164.573784
0,100,2168.857311
0,100,2173.050742
0,100,2177.246119
0,100,2181.519511
0,100,2185.748271
0,100,2190.013591
0,100,2194.205011
0,100,2198.523917
0,100,2202.840132
0,100,2207.103152
0,100,2211.370721
0,100,2215.568753
0,100,2219.804169
0,100,2227.412848
0,100,2231.648977
0,100,2236.018005
0,100,2240.366218
0,100,2244.644742
0,100,2248.93274
0,100,2253.171082
0,100,2257.417971
0,100,2261.870369
0,100,2266.128477
0,100,2270.361544
0,100,2274.713001
0,100,2279.037342
0,100,2283.255919
0,100,2287.487492
0,100,2291.702447
0,100,2295.915945
0,100,2300.170244
0,100,2304.500338
0,100,2308.831318
0,100,2313.022486
0,100,2317.257266
0,100,2321.619407
0,100,2326.025316
0,100,2330.404931
0,100,2336.841186
0,100,2341.055208
0,100,2345.339144
0,100,2349.629116
0,100,2353.852287
0,100,2358.252842
0,100,2362.771045
0,100,2367.153122
0,100,2371.425193
0,100,2375.653722
0,100,2380.078789
0,100,2384.290983
0,100,2388.62586
-13,100,2392.891824
0,100,2397.153426
0,100,2401.504644
0,100,2406.264689
0,100,2410.45364
0,100,2414.633594
