#{"t_start": 1769134576.162182, "env_id": "parking-basic-boundary-v0"}
r,l,t
0,100,51.770356
0,100,56.011867
0,100,60.285704
0,100,64.864732
-20,100,69.298632
0,100,73.599391
0,100,77.821162
-6,100,82.163643
0,100,86.483224
0,100,90.726972
0,100,95.137332
0,100,99.329
0,100,103.529156
0,100,107.776843
-10,100,111.985943
0,100,116.167467
0,100,120.376997
0,100,124.66873
-13,100,128.980752
0,100,133.331553
0,100,137.566297
0,100,141.751425
0,100,145.934197
0,100,150.218473
0,100,154.559938
0,100,158.895692
-35,100,163.185521
-30,58,165.619279
0,100,169.826673
0,100,173.995402
0,100,178.173671
0,100,182.356907
0,100,186.590191
0,100,190.880565
0,100,195.084341
0,100,199.307154
0,100,203.515697
-8,100,207.769842
0,100,211.948153
0,100,216.316215
0,100,220.541955
-7,100,224.788136
0,100,229.045898
0,100,233.264967
0,100,237.509785
0,100,241.717573
0,100,245.917452
-36,100,250.154359
0,100,254.452836
0,100,258.678908
0,100,262.896707
0,100,267.140381
0,100,271.374522
0,100,275.634815
0,100,280.007963
0,100,284.313958
0,100,288.596516
0,100,292.824511
0,100,297.020342
0,100,301.230659
-11,100,305.474847
0,100,309.685705
0,100,317.444055
0,100,321.793432
-6,100,326.104598
0,100,330.378727
0,100,334.709329
0,100,339.020848
0,100,343.252052
-42,100,347.54212
0,100,351.732875
0,100,355.944295
0,100,360.165431
0,100,364.408323
0,100,368.6486
0,100,372.90151
0,100,377.242846
0,100,381.695162
0,100,386.082082
0,100,390.446736
0,100,394.779696
0,100,399.023452
-7,100,403.27301
0,100,407.604493
0,100,411.86404
0,100,416.095034
0,100,420.349423
0,100,424.651078
0,100,429.059108
0,100,433.356334
0,100,437.661583
0,100,441.949017
0,100,446.252512
0,100,450.52622
-24,100,454.888212
0,100,459.11137
0,100,463.405306
0,100,467.753097
0,100,472.022755
0,100,476.288048
-8,100,480.543002
0,100,484.775097
0,100,488.992803
0,100,493.284974
0,100,497.560726
0,100,501.880813
0,100,506.178595
0,100,510.399571
0,100,514.697927
0,100,518.99945
0,100,523.192729
0,100,527.408491
0,100,531.703618
0,100,535.916525
0,100,540.157047
0,100,544.498274
0,100,548.682362
0,100,552.861061
-4,100,557.08474
0,100,561.349485
0,100,565.633631
0,100,570.115095
0,100,574.471611
0,100,578.70462
0,100,582.902417
0,100,590.648181
0,100,594.936501
0,100,599.130946
0,100,603.313594
-9,100,607.513918
0,100,611.68092
0,100,615.917884
0,100,620.0964
0,100,624.337343
0,100,628.523068
-6,100,632.733509
-8,100,636.987456
0,100,641.321264
0,100,645.550963
0,100,649.769521
0,100,654.011704
0,100,658.346536
0,100,662.598094
0,100,666.98169
0,100,671.172288
0,100,675.504212
0,100,679.777659
0,100,684.030102
0,100,688.395869
0,100,692.705467
0,100,696.956143
0,100,701.180562
0,100,705.444631
0,100,709.757451
0,100,714.078988
0,100,718.428023
0,100,722.677739
0,100,726.91268
0,100,731.11318
0,100,735.420084
0,100,739.603344
0,100,743.885969
0,100,748.111883
0,100,752.319689
0,100,756.630665
-6,100,760.973397
0,100,765.186512
0,100,769.368782
0,100,773.542143
0,100,777.73017
0,100,781.944558
0,100,786.175491
0,100,790.526483
0,100,794.759188
