#{"t_start": 1769134576.1486478, "env_id": "parking-basic-boundary-v0"}
r,l,t
0,100,51.777632
0,100,56.019287
0,100,60.292894
0,100,64.871905
-6,100,69.30595
0,100,73.60683
-9,26,74.713156
0,100,78.937602
0,100,83.304254
0,100,87.62374
0,100,91.935318
0,100,96.242089
0,100,100.438596
0,100,104.65211
0,100,108.884172
0,100,113.090647
-3,100,117.270058
0,100,121.506715
0,100,125.783382
-8,100,130.13541
-11,100,134.467526
0,100,138.674005
0,100,142.851783
0,100,147.033445
-20,100,151.362434
0,100,155.679512
0,100,160.040562
0,100,164.277944
0,100,168.49585
0,100,172.669816
0,100,176.843565
-10,29,178.054842
0,100,182.23859
-63,100,186.471335
0,100,190.763773
0,100,194.966544
0,100,199.188014
0,100,203.390997
-7,100,207.651729
0,100,211.828351
0,100,216.198666
0,100,220.424293
0,100,224.67027
0,100,228.926984
0,100,233.1453
0,100,237.388945
0,100,241.600692
0,100,245.801704
0,100,250.031985
0,100,254.332102
-10,100,258.559886
0,100,262.776394
0,100,267.021626
0,100,271.25788
0,100,275.515911
0,100,279.882393
0,100,284.19344
-60,100,288.479733
0,100,292.704945
0,100,296.90302
0,100,301.107714
0,100,305.356567
0,100,309.566943
0,100,317.317958
0,100,321.669872
0,100,325.986125
-11,100,330.259355
0,100,334.585244
0,100,338.902258
0,100,343.134364
0,100,347.423873
-5,100,351.614678
0,100,355.825714
0,100,360.043878
0,100,364.289753
0,100,368.53074
0,100,372.78158
-47,100,377.12069
0,100,381.571783
-22,100,385.954981
0,100,390.326025
0,100,394.660933
0,100,398.903187
0,100,403.152112
0,100,407.484789
-12,100,411.740289
0,100,415.977056
0,100,420.229255
0,100,424.53139
0,100,428.937505
-3,100,433.235266
0,100,437.543523
0,100,441.830101
0,100,446.130857
0,100,450.405643
0,100,454.769576
0,100,458.993047
-14,100,463.283759
0,100,467.615658
0,100,471.903241
-81,100,476.16672
0,100,480.423096
0,100,484.65692
0,100,488.875383
0,100,493.159321
0,100,497.437016
0,100,501.761017
0,100,506.060971
0,100,510.2809
0,100,514.577654
-3,100,518.882044
0,100,523.076465
0,100,527.281392
0,100,531.586649
0,100,535.797144
-1,100,540.041436
0,100,544.380559
0,100,548.566015
0,100,552.741918
-17,100,556.967766
0,100,561.229622
0,100,565.509848
0,100,569.997013
0,100,574.343671
0,100,578.586893
0,100,582.784456
0,100,590.522347
0,100,594.817412
0,100,599.015065
0,100,603.193491
-2,100,607.394233
0,100,611.563562
0,100,615.798515
0,100,619.978996
0,100,624.22142
0,100,628.405739
0,100,632.614818
0,100,636.867504
0,100,641.203918
0,100,645.428268
0,100,649.65263
0,100,653.888879
-7,100,658.227396
0,100,662.477966
0,100,666.864189
0,100,671.055594
0,100,675.370738
0,100,679.657377
0,100,683.897009
0,100,688.27177
0,100,692.586128
0,100,696.83567
0,100,701.063247
0,100,705.320614
0,100,709.640355
0,100,713.956003
0,100,718.308167
0,100,722.557616
0,100,726.794647
0,100,730.996536
0,100,735.301674
0,100,739.486607
-10,100,743.763456
-58,100,747.996114
-22,100,752.197398
0,100,756.512736
0,100,760.856209
0,100,765.068144
0,100,769.252832
0,100,773.423551
0,100,777.613363
-24,100,781.826851
0,100,786.056151
0,100,790.395821
0,100,794.639235
0,100,798.869375
0,100,803.436325
0,100,807.844234
0,100,812.345088
0,100,816.696753
0,100,820.985167
0,100,825.207716
0,100,829.452183
0,100,833.659067
0,100,837.884014
0,100,842.24265
0,100,846.505567
0,100,850.686868
0,100,858.300421
0,100,862.588932
0,100,866.846219
0,100,871.100851
0,100,875.577369
0,100,879.875716
0,100,884.269676
0,100,888.544121
0,100,892.782905
0,100,897.022154
0,100,901.241446
0,100,905.543282
0,100,909.821849
0,100,914.076189
0,100,918.433266
0,100,922.674195
0,100,926.918483
0,100,931.181596
0,100,935.637194
0,100,939.96582
0,100,944.215804
0,100,948.65751
-10,100,952.875293
0,100,957.096664
0,100,961.317316
0,100,965.682946
0,100,969.923811
0,100,974.131823
0,100,978.445909
0,100,982.678003
0,100,986.964607
0,100,991.220654
-7,100,995.502149
0,100,999.787198
0,100,1004.116377
0,100,1008.418764
0,100,1012.648553
0,100,1016.849248
0,100,1021.059901
0,100,1025.297484
0,100,1029.501321
0,100,1033.688944
0,100,1037.914082
0,100,1042.197713
0,100,1046.438278
0,100,1050.683957
0,100,1054.962657
0,100,1059.192278
0,100,1063.38498
0,100,1067.618364
0,100,1071.923076
0,100,1076.133585
0,100,1080.33608
0,100,1084.501355
0,100,1088.726092
0,100,1093.003643
0,100,1097.302335
0,100,1104.170782
0,100,1108.521885
0,100,1112.882102
0,100,1117.30768
0,100,1121.589365
0,100,1125.852474
0,100,1134.624717
0,100,1138.865889
0,100,1143.08853
0,100,1147.329288
0,100,1151.531965
0,100,1156.502908
0,100,1160.743855
0,100,1166.91723
0,100,1171.235512
0,100,1175.527141
0,100,1179.822801
0,100,1184.120563
0,100,1188.393111
0,100,1192.627533
0,100,1196.901522
0,100,1201.14662
